workerid,proliferate.condition,time_in_minutes,error
89,01_pilot_e02,14.488616666666667,
78,01_pilot_e02,8.369566666666667,
85,01_pilot_e02,21.59325,
83,01_pilot_e02,7.9383,
115,01_pilot_e02,6.759033333333333,
87,01_pilot_e02,24.490133333333333,
102,01_pilot_e02,11.508716666666666,
106,01_pilot_e02,8.30975,
93,01_pilot_e02,12.095916666666668,
96,01_pilot_e02,10.081116666666668,
95,01_pilot_e02,8.34925,
114,01_pilot_e02,7.133066666666667,
97,01_pilot_e02,6.797316666666666,
92,01_pilot_e02,6.9841,
100,01_pilot_e02,5.949233333333333,
82,01_pilot_e02,9.6988,
94,01_pilot_e02,7.93745,
84,01_pilot_e02,7.594816666666667,
86,01_pilot_e02,5.515333333333333,
103,01_pilot_e02,13.553416666666667,
