workerid,proliferate.condition,time_in_minutes,error
38,condition1,6.993383333333333,
34,condition1,2.59275,
33,condition1,9.559616666666669,
17,condition1,5.319383333333334,
12,condition1,19.649,
7,condition1,4.74245,
15,condition1,7.434966666666667,
11,condition1,2.74785,
3,condition1,0.7459166666666667,
27,condition1,8.3676,
6,condition1,5.239716666666666,
9,condition1,5.015583333333334,
19,condition1,6.061633333333333,
8,condition1,5.908516666666666,
25,condition1,1.8971166666666663,
10,condition1,4.2252,
18,condition1,5.580316666666667,
5,condition1,11.486,
14,condition1,4.4464,
24,condition1,45.224716666666666,
29,condition1,6.97245,
13,condition1,6.284316666666666,
16,condition1,9.441283333333333,
32,condition1,5.029633333333333,
20,condition1,4.2178,
28,condition1,2.3094,
41,condition1,5.984083333333333,
40,condition1,4.8212166666666665,
30,condition1,2.7709,
39,condition1,4.021,
31,condition1,7.0018666666666665,
36,condition1,6.216316666666667,
