workerid,proliferate.condition,time_in_minutes,error
682,experiment_11,37.83991666666667,
1488,experiment_11,11.633266666666668,
1097,experiment_11,11.826266666666667,
1290,experiment_11,30.228783333333332,
1059,experiment_11,13.3327,
1381,experiment_11,18.87115,
1383,experiment_11,18.662866666666662,
1032,experiment_11,18.34505,
858,experiment_11,17.3908,
715,experiment_11,15.826483333333334,
1394,experiment_11,20.709933333333332,
1251,experiment_11,14.3345,
999,experiment_11,16.049116666666666,
1034,experiment_11,7.643633333333334,
745,experiment_11,14.353466666666666,
1492,experiment_11,14.549816666666668,
816,experiment_11,12.00045,
1445,experiment_11,8.547033333333333,
1140,experiment_11,9.556283333333331,
1532,experiment_11,19.805266666666668,
899,experiment_30,25.221066666666665,
768,experiment_30,17.317316666666667,
1216,experiment_30,25.57956666666667,
1195,experiment_30,13.9402,
1162,experiment_30,24.3409,
692,experiment_30,18.48685,
1468,experiment_30,19.9384,
1050,experiment_30,13.9198,
1427,experiment_30,9.817516666666666,
731,experiment_30,14.27445,
1020,experiment_30,27.2524,
1347,experiment_30,37.336166666666664,
812,experiment_30,18.209066666666665,
1125,experiment_30,10.285816666666667,
995,experiment_30,23.66485,
1387,experiment_30,18.699266666666663,
703,experiment_30,10.395416666666666,
1483,experiment_30,14.80705,
1245,experiment_30,29.65095,
972,experiment_30,17.834983333333334,
1364,experiment_14,12.5617,
710,experiment_14,8.421766666666667,
1490,experiment_14,19.89875,
993,experiment_14,11.950216666666666,
1407,experiment_14,22.40823333333333,
914,experiment_14,8.205316666666667,
1100,experiment_14,44.2985,
1072,experiment_14,23.374816666666668,
751,experiment_14,11.268833333333331,
1138,experiment_14,14.9768,
948,experiment_14,17.159983333333333,
1443,experiment_14,30.29165,
1461,experiment_14,17.884616666666666,
932,experiment_14,9.928433333333333,
792,experiment_14,10.8437,
678,experiment_14,15.94525,
1030,experiment_14,14.7389,
1328,experiment_14,26.424933333333332,
1212,experiment_14,9.247083333333334,
1255,experiment_14,15.853633333333333,
1291,experiment_02,15.7737,
1099,experiment_02,11.002016666666666,
1519,experiment_02,14.863016666666669,
1120,experiment_02,40.32726666666667,
748,experiment_02,8.1516,
790,experiment_02,12.003083333333333,
1512,experiment_02,16.729683333333334,
1363,experiment_02,40.265116666666664,
1475,experiment_02,14.42765,
709,experiment_02,19.731283333333337,
988,experiment_02,9.63765,
871,experiment_02,12.531233333333333,
670,experiment_02,24.705766666666666,
828,experiment_02,19.330383333333337,
1326,experiment_02,7.057683333333333,
1209,experiment_02,26.934216666666668,
893,experiment_02,13.21735,
1136,experiment_02,9.688933333333331,
1440,experiment_02,9.543883333333332,
1057,experiment_02,18.120833333333337,
1267,experiment_19,34.3081,
918,experiment_19,27.628516666666663,
813,experiment_19,16.273083333333332,
1175,experiment_19,16.61328333333333,
1278,experiment_19,5.989983333333333,
940,experiment_19,28.146233333333335,
1094,experiment_19,10.250283333333334,
1393,experiment_19,15.343116666666669,
