workerid,proliferate.condition,time_in_minutes,error
1556,condition1,10.2886,
1544,condition1,8.841966666666666,
1561,condition1,6.106033333333333,
1566,condition1,4.572966666666667,
1572,condition1,6.6504666666666665,
1549,condition1,4.22905,
1565,condition1,12.534816666666666,
1553,condition1,5.452983333333333,
1571,condition1,4.597616666666666,
1560,condition1,12.965383333333332,
1562,condition1,6.054566666666667,
1546,condition1,14.250516666666666,
1578,condition1,6.016366666666666,
1558,condition1,19.29805,
1579,condition1,10.441033333333332,
1554,condition1,22.83235,
1568,condition1,8.823983333333333,
1577,condition1,12.040966666666666,
1564,condition1,8.868483333333334,
1557,condition1,5.283733333333333,
1569,condition1,21.7336,
1574,condition1,11.162166666666666,
1548,condition1,13.514783333333334,
1559,condition1,6.891283333333333,
1563,condition1,5.201616666666666,
1575,condition1,6.92,
1545,condition1,11.9574,
1550,condition1,13.040566666666669,
1576,condition1,11.59145,
