workerid,proliferate.condition,time_in_minutes,error
3136,experiment_21,15.7227,
2122,experiment_21,13.973616666666668,
2835,experiment_21,35.49531666666667,
3034,experiment_21,8.1347,
2879,experiment_21,20.198033333333335,
2197,experiment_21,8.893133333333333,
2627,experiment_21,25.290466666666667,
1881,experiment_21,30.51525,
2794,experiment_21,14.5741,
2250,experiment_21,25.513566666666662,
2283,experiment_21,23.571733333333334,
2759,experiment_21,20.382816666666667,
2156,experiment_21,25.839716666666668,
2989,experiment_21,9.8208,
2076,experiment_21,15.9795,
2633,experiment_21,11.679966666666669,
2525,experiment_21,24.18265,
2911,experiment_21,28.17315,
2311,experiment_21,8.384266666666667,
2674,experiment_21,22.944566666666667,
2948,experiment_21,31.196533333333335,
1870,experiment_21,15.347166666666666,
2503,experiment_21,18.7861,
2443,experiment_21,14.756033333333331,
1944,experiment_21,14.838166666666666,
2718,experiment_21,25.891933333333338,
2036,experiment_21,24.111316666666667,
1989,experiment_21,25.7427,
1917,experiment_21,17.632,
1761,experiment_21,18.7493,
2437,experiment_07,15.261366666666667,
2358,experiment_07,20.801133333333333,
2752,experiment_07,29.96976666666667,
1909,experiment_07,21.9766,
1828,experiment_07,22.466816666666663,
2325,experiment_07,21.0563,
2790,experiment_07,10.082933333333331,
2714,experiment_07,25.3933,
1940,experiment_07,16.987516666666668,
2074,experiment_07,7.863583333333334,
3101,experiment_07,34.3087,
2292,experiment_07,22.652633333333338,
2522,experiment_07,26.59315,
2035,experiment_07,20.423533333333335,
1985,experiment_07,14.656383333333334,
2465,experiment_07,18.14666666666667,
2877,experiment_07,26.208016666666666,
2464,experiment_07,22.55105,
2925,experiment_07,31.169866666666667,
2623,experiment_07,28.26065,
1863,experiment_07,19.850566666666666,
2484,experiment_07,33.0756,
2833,experiment_07,25.265916666666666,
3040,experiment_07,28.223283333333335,
1763,experiment_07,26.262666666666668,
2966,experiment_07,15.317216666666669,
2671,experiment_07,10.148583333333333,
3063,experiment_07,27.018983333333335,
2112,experiment_07,29.3426,
2660,experiment_07,9.55475,
1905,experiment_08,51.912083333333335,
2786,experiment_08,7.773733333333333,
1861,experiment_08,17.031566666666667,
2066,experiment_08,15.679783333333331,
1978,experiment_08,24.86165,
2021,experiment_08,24.419716666666663,
2748,experiment_08,9.671516666666667,
2421,experiment_08,17.721,
2963,experiment_08,31.029733333333333,
2385,experiment_08,18.401266666666668,
2481,experiment_08,15.534683333333334,
2190,experiment_08,19.49665,
2567,experiment_08,13.909066666666666,
2244,experiment_08,19.725433333333335,
2711,experiment_08,14.137866666666667,
1815,experiment_08,9.439533333333332,
2829,experiment_08,43.8984,
2920,experiment_08,22.2618,
2518,experiment_08,23.173616666666668,
2440,experiment_08,14.433533333333331,
2572,experiment_08,13.526866666666669,
2825,experiment_08,16.02505,
2874,experiment_08,28.17055,
3045,experiment_08,15.081366666666666,
3144,experiment_08,21.67193333333333,
2996,experiment_08,20.28175,
1937,experiment_08,13.9915,
1792,experiment_08,8.67065,
2108,experiment_08,26.4134,
2669,experiment_08,31.959966666666663,
2014,experiment_10,8.645116666666667,
2144,experiment_10,37.155833333333334,
2407,experiment_10,21.0302,
2869,experiment_10,10.88405,
2870,experiment_10,19.881416666666667,
3119,experiment_10,46.92556666666667,
1844,experiment_10,25.607883333333337,
2214,experiment_10,18.557883333333333,
2993,experiment_10,21.825483333333334,
2561,experiment_10,6.597816666666667,
2583,experiment_10,13.604966666666666,
2610,experiment_10,16.89068333333333,
2809,experiment_10,8.962733333333333,
2184,experiment_10,22.087783333333338,
2326,experiment_10,28.265833333333333,
2783,experiment_10,6.961633333333333,
1928,experiment_10,10.94975,
2707,experiment_10,10.911916666666666,
2053,experiment_10,15.659583333333334,
1895,experiment_10,19.164033333333332,
2916,experiment_10,29.473866666666662,
2287,experiment_10,12.932583333333334,
1803,experiment_10,17.489083333333333,
1786,experiment_10,12.202916666666669,
2954,experiment_10,52.32145,
2514,experiment_10,12.23095,
3041,experiment_10,17.9469,
2566,experiment_10,15.1753,
2411,experiment_10,17.363866666666667,
2823,experiment_10,31.720433333333332,
2285,experiment_35,25.36255,
2284,experiment_35,13.0241,
2944,experiment_35,51.75103333333333,
2962,experiment_35,27.12955,
2377,experiment_35,36.998866666666665,
2339,experiment_35,11.621133333333333,
2865,experiment_35,11.039566666666667,
2906,experiment_35,21.4171,
2653,experiment_35,28.87545,
1778,experiment_35,10.668533333333333,
3112,experiment_35,32.45836666666667,
2591,experiment_35,10.588266666666666,
2242,experiment_35,14.589933333333333,
2001,experiment_35,16.685533333333332,
2029,experiment_35,18.5013,
2506,experiment_35,17.827516666666668,
2152,experiment_35,5.9794833333333335,
1823,experiment_35,44.878816666666665,
2741,experiment_35,23.678066666666663,
2819,experiment_35,7.713133333333333,
3064,experiment_35,16.089233333333333,
2914,experiment_35,13.84895,
2181,experiment_35,14.253116666666669,
1898,experiment_35,18.411216666666668,
2513,experiment_35,24.862816666666667,
3019,experiment_35,13.226366666666667,
2607,experiment_35,19.004883333333332,
2070,experiment_35,18.12875,
2119,experiment_35,16.62775,
2586,experiment_35,20.7796,
2280,experiment_13,12.9842,
1950,experiment_13,24.597183333333337,
2467,experiment_13,9.953666666666669,
1769,experiment_13,36.153933333333335,
3074,experiment_13,13.274933333333331,
2544,experiment_13,8.362083333333333,
2357,experiment_13,10.2949,
2512,experiment_13,23.839133333333333,
2735,experiment_13,13.141933333333334,
2860,experiment_13,4.625133333333333,
2595,experiment_13,10.333583333333332,
2738,experiment_13,11.08015,
2817,experiment_13,24.919716666666663,
3083,experiment_13,17.248566666666665,
2338,experiment_13,12.607833333333334,
